Customer_ID,Vehicle_ID,Vehicle_Value,Premium,Policy_Purchase_Date,Policy_Start_Date,Policy_End_Date,Policy_Tenure
CUST0000001,VEH0000001,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000002,VEH0000002,100000,400,2024-01-01 00:00:00,2024-12-31 00:00:00,2028-12-31 00:00:00,4
CUST0000003,VEH0000003,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000004,VEH0000004,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000005,VEH0000005,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000006,VEH0000006,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000007,VEH0000007,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000008,VEH0000008,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000009,VEH0000009,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000010,VEH0000010,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000011,VEH0000011,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000012,VEH0000012,100000,400,2024-01-01 00:00:00,2024-12-31 00:00:00,2028-12-31 00:00:00,4
CUST0000013,VEH0000013,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000014,VEH0000014,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000015,VEH0000015,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000016,VEH0000016,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000017,VEH0000017,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000018,VEH0000018,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000019,VEH0000019,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000020,VEH0000020,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000021,VEH0000021,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000022,VEH0000022,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000023,VEH0000023,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000024,VEH0000024,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000025,VEH0000025,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000026,VEH0000026,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000027,VEH0000027,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000028,VEH0000028,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000029,VEH0000029,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000030,VEH0000030,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000031,VEH0000031,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000032,VEH0000032,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000033,VEH0000033,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000034,VEH0000034,100000,400,2024-01-01 00:00:00,2024-12-31 00:00:00,2028-12-31 00:00:00,4
CUST0000035,VEH0000035,100000,400,2024-01-01 00:00:00,2024-12-31 00:00:00,2028-12-31 00:00:00,4
CUST0000036,VEH0000036,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000037,VEH0000037,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000038,VEH0000038,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000039,VEH0000039,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000040,VEH0000040,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000041,VEH0000041,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000042,VEH0000042,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000043,VEH0000043,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000044,VEH0000044,100000,400,2024-01-01 00:00:00,2024-12-31 00:00:00,2028-12-31 00:00:00,4
CUST0000045,VEH0000045,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000046,VEH0000046,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000047,VEH0000047,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000048,VEH0000048,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000049,VEH0000049,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000050,VEH0000050,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000051,VEH0000051,100000,400,2024-01-01 00:00:00,2024-12-31 00:00:00,2028-12-31 00:00:00,4
CUST0000052,VEH0000052,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000053,VEH0000053,100000,400,2024-01-01 00:00:00,2024-12-31 00:00:00,2028-12-31 00:00:00,4
CUST0000054,VEH0000054,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000055,VEH0000055,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000056,VEH0000056,100000,400,2024-01-01 00:00:00,2024-12-31 00:00:00,2028-12-31 00:00:00,4
CUST0000057,VEH0000057,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000058,VEH0000058,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000059,VEH0000059,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000060,VEH0000060,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000061,VEH0000061,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000062,VEH0000062,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000063,VEH0000063,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000064,VEH0000064,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000065,VEH0000065,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000066,VEH0000066,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000067,VEH0000067,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000068,VEH0000068,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000069,VEH0000069,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000070,VEH0000070,100000,400,2024-01-01 00:00:00,2024-12-31 00:00:00,2028-12-31 00:00:00,4
CUST0000071,VEH0000071,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000072,VEH0000072,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000073,VEH0000073,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000074,VEH0000074,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000075,VEH0000075,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000076,VEH0000076,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000077,VEH0000077,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000078,VEH0000078,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000079,VEH0000079,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000080,VEH0000080,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000081,VEH0000081,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000082,VEH0000082,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000083,VEH0000083,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000084,VEH0000084,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000085,VEH0000085,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000086,VEH0000086,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000087,VEH0000087,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000088,VEH0000088,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000089,VEH0000089,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000090,VEH0000090,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000091,VEH0000091,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000092,VEH0000092,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000093,VEH0000093,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000094,VEH0000094,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000095,VEH0000095,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000096,VEH0000096,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000097,VEH0000097,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000098,VEH0000098,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000099,VEH0000099,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000100,VEH0000100,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000101,VEH0000101,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000102,VEH0000102,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000103,VEH0000103,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000104,VEH0000104,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000105,VEH0000105,100000,400,2024-01-01 00:00:00,2024-12-31 00:00:00,2028-12-31 00:00:00,4
CUST0000106,VEH0000106,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000107,VEH0000107,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000108,VEH0000108,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000109,VEH0000109,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000110,VEH0000110,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000111,VEH0000111,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000112,VEH0000112,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000113,VEH0000113,100000,400,2024-01-01 00:00:00,2024-12-31 00:00:00,2028-12-31 00:00:00,4
CUST0000114,VEH0000114,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000115,VEH0000115,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000116,VEH0000116,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000117,VEH0000117,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000118,VEH0000118,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000119,VEH0000119,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000120,VEH0000120,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000121,VEH0000121,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000122,VEH0000122,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000123,VEH0000123,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000124,VEH0000124,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000125,VEH0000125,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000126,VEH0000126,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000127,VEH0000127,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000128,VEH0000128,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000129,VEH0000129,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000130,VEH0000130,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000131,VEH0000131,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000132,VEH0000132,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000133,VEH0000133,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000134,VEH0000134,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000135,VEH0000135,100000,400,2024-01-01 00:00:00,2024-12-31 00:00:00,2028-12-31 00:00:00,4
CUST0000136,VEH0000136,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000137,VEH0000137,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000138,VEH0000138,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000139,VEH0000139,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000140,VEH0000140,100000,400,2024-01-01 00:00:00,2024-12-31 00:00:00,2028-12-31 00:00:00,4
CUST0000141,VEH0000141,100000,400,2024-01-01 00:00:00,2024-12-31 00:00:00,2028-12-31 00:00:00,4
CUST0000142,VEH0000142,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000143,VEH0000143,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000144,VEH0000144,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000145,VEH0000145,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000146,VEH0000146,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000147,VEH0000147,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000148,VEH0000148,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000149,VEH0000149,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000150,VEH0000150,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000151,VEH0000151,100000,400,2024-01-01 00:00:00,2024-12-31 00:00:00,2028-12-31 00:00:00,4
CUST0000152,VEH0000152,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000153,VEH0000153,100000,100,2024-01-01 00:00:00,2024-12-31 00:00:00,2025-12-31 00:00:00,1
CUST0000154,VEH0000154,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000155,VEH0000155,100000,400,2024-01-01 00:00:00,2024-12-31 00:00:00,2028-12-31 00:00:00,4
CUST0000156,VEH0000156,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000157,VEH0000157,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000158,VEH0000158,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000159,VEH0000159,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000160,VEH0000160,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
CUST0000161,VEH0000161,100000,200,2024-01-01 00:00:00,2024-12-31 00:00:00,2026-12-31 00:00:00,2
CUST0000162,VEH0000162,100000,300,2024-01-01 00:00:00,2024-12-31 00:00:00,2027-12-31 00:00:00,3
